ACCESSION,EXPERIMENT,DESIGN,LENGTH,INSTRUMENT,BIOSAMPLE,TAXID,GENOME_ACCESSION,SPECIES,ASSEMBLY
SRR4163985,SRX2136201,PAIRED,-,NextSeq 550,SAMN05729672,1201292,GCA_000742975.1,Enterococcus faecalis ATCC 29212,Complete Genome
SRR4163986,SRX2136202,PAIRED,-,NextSeq 550,SAMN05729673,1201292,GCA_000742975.1,Enterococcus faecalis ATCC 29212,Complete Genome
SRR4163987,SRX2136203,PAIRED,-,NextSeq 550,SAMN05729674,1201292,GCA_000742975.1,Enterococcus faecalis ATCC 29212,Complete Genome
SRR4163988,SRX2136204,PAIRED,-,NextSeq 550,SAMN05729675,1201292,GCA_000742975.1,Enterococcus faecalis ATCC 29212,Complete Genome
SRR4163989,SRX2136205,PAIRED,-,NextSeq 550,SAMN05729676,1201292,GCA_000742975.1,Enterococcus faecalis ATCC 29212,Complete Genome
SRR4163990,SRX2136206,PAIRED,-,NextSeq 550,SAMN05729677,83334,GCA_001753565.1,Escherichia coli O157:H7,Complete Genome
SRR4163991,SRX2136207,PAIRED,-,NextSeq 550,SAMN05729678,83334,GCA_001753565.1,Escherichia coli O157:H7,Complete Genome
SRR4163992,SRX2136208,PAIRED,-,NextSeq 550,SAMN05729679,83334,GCA_001753565.1,Escherichia coli O157:H7,Complete Genome
SRR4163993,SRX2136209,PAIRED,-,NextSeq 550,SAMN05729680,83334,GCA_001753565.1,Escherichia coli O157:H7,Complete Genome
SRR4163994,SRX2136210,PAIRED,-,NextSeq 550,SAMN05729663,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4163995,SRX2136211,PAIRED,-,NextSeq 550,SAMN05729681,83334,GCA_001753565.1,Escherichia coli O157:H7,Complete Genome
SRR4163996,SRX2136212,PAIRED,-,NextSeq 550,SAMN05729682,83334,GCA_001753565.1,Escherichia coli O157:H7,Complete Genome
SRR4163997,SRX2136213,PAIRED,-,NextSeq 550,SAMN05729683,83334,GCA_001753565.1,Escherichia coli O157:H7,Complete Genome
SRR4163998,SRX2136214,PAIRED,-,NextSeq 550,SAMN05729684,83334,GCA_001753565.1,Escherichia coli O157:H7,Complete Genome
SRR4163999,SRX2136215,PAIRED,-,NextSeq 550,SAMN05729664,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4164000,SRX2136216,PAIRED,-,NextSeq 550,SAMN05729665,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4164001,SRX2136217,PAIRED,-,NextSeq 550,SAMN05729666,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4164002,SRX2136218,PAIRED,-,NextSeq 550,SAMN05729667,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4164003,SRX2136219,PAIRED,-,NextSeq 550,SAMN05729668,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4164004,SRX2136220,PAIRED,-,NextSeq 550,SAMN05729669,1201292,GCA_000742975.1,Enterococcus faecalis ATCC 29212,Complete Genome
SRR4164005,SRX2136221,PAIRED,-,NextSeq 550,SAMN05729670,1201292,GCA_000742975.1,Enterococcus faecalis ATCC 29212,Complete Genome
SRR4176215,SRX2140931,PAIRED,-,NextSeq 500,SAMN05731715,1359,GCA_002078955.1,Lactococcus lactis subsp. cremoris,Complete Genome
SRR4176216,SRX2140932,PAIRED,-,NextSeq 500,SAMN05731714,1359,GCA_002078955.1,Lactococcus lactis subsp. cremoris,Complete Genome
SRR4209644,SRX2152782,SINGLE,-,Illumina HiSeq 2500,SAMN05752705,32049,GCA_000019485.1,Synechococcus sp. PCC 7002,Complete Genome
SRR4209645,SRX2152783,SINGLE,-,Illumina HiSeq 2500,SAMN05752706,32049,GCA_000019485.1,Synechococcus sp. PCC 7002,Complete Genome
SRR4237965,SRX2159154,SINGLE,76,Illumina MiSeq,SAMN05762541,1889,GCA_001632865.1,Streptomyces ambofaciens,Complete Genome
SRR4237983,SRX2185071,SINGLE,76,Illumina MiSeq,SAMN05762541,1889,GCA_001632865.1,Streptomyces ambofaciens,Complete Genome
SRR4238002,SRX2159248,SINGLE,76,Illumina MiSeq,SAMN05762535,1889,GCA_001632865.1,Streptomyces ambofaciens,Complete Genome
SRR4238011,SRX2185073,SINGLE,76,Illumina MiSeq,SAMN05762535,1889,GCA_001632865.1,Streptomyces ambofaciens,Complete Genome
SRR4238012,SRX2159260,SINGLE,76,Illumina MiSeq,SAMN05762534,1889,GCA_001632865.1,Streptomyces ambofaciens,Complete Genome
SRR4238013,SRX2185075,SINGLE,76,Illumina MiSeq,SAMN05762534,1889,GCA_001632865.1,Streptomyces ambofaciens,Complete Genome
SRR4238015,SRX2159262,SINGLE,76,Illumina MiSeq,SAMN05762531,1889,GCA_001632865.1,Streptomyces ambofaciens,Complete Genome
SRR4238016,SRX2185076,SINGLE,76,Illumina MiSeq,SAMN05762531,1889,GCA_001632865.1,Streptomyces ambofaciens,Complete Genome
SRR4237897,SRX2159155,PAIRED,-,Illumina HiSeq 2000,SAMN05727820,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4237898,SRX2159156,PAIRED,-,Illumina HiSeq 2000,SAMN05727820,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4237899,SRX2159157,PAIRED,-,Illumina HiSeq 2000,SAMN05727871,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR4237900,SRX2159158,PAIRED,-,Illumina HiSeq 2000,SAMN05727871,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR4237901,SRX2159159,PAIRED,-,Illumina HiSeq 2000,SAMN05727872,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR4237902,SRX2159160,PAIRED,-,Illumina HiSeq 2000,SAMN05727872,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR4237903,SRX2159161,PAIRED,-,Illumina HiSeq 2000,SAMN05727872,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR4237904,SRX2159162,PAIRED,-,Illumina HiSeq 2000,SAMN05727872,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR4237909,SRX2159167,PAIRED,-,Illumina HiSeq 2000,SAMN05727820,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4237914,SRX2159172,PAIRED,-,Illumina HiSeq 2000,SAMN05727820,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4237915,SRX2159173,PAIRED,-,Illumina HiSeq 2000,SAMN05727870,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4237916,SRX2159174,PAIRED,-,Illumina HiSeq 2000,SAMN05727870,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4237917,SRX2159175,PAIRED,-,Illumina HiSeq 2000,SAMN05727870,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4237918,SRX2159176,PAIRED,-,Illumina HiSeq 2000,SAMN05727870,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4237919,SRX2159177,PAIRED,-,Illumina HiSeq 2000,SAMN05727871,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR4237920,SRX2159178,PAIRED,-,Illumina HiSeq 2000,SAMN05727871,208964,GCA_000006765.1,Pseudomonas aeruginosa PAO1,Complete Genome
SRR4240537,SRX2161502,SINGLE,-,Illumina HiSeq 2500,SAMN05767940,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240538,SRX2161503,SINGLE,-,Illumina HiSeq 2500,SAMN05767939,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240539,SRX2161504,SINGLE,-,Illumina HiSeq 2500,SAMN05767938,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240540,SRX2161505,SINGLE,-,Illumina HiSeq 2500,SAMN05767937,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240541,SRX2161506,SINGLE,-,Illumina HiSeq 2500,SAMN05767936,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240542,SRX2161507,SINGLE,-,Illumina HiSeq 2500,SAMN05767935,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240543,SRX2161508,SINGLE,-,Illumina HiSeq 2500,SAMN05767934,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240544,SRX2161509,SINGLE,-,Illumina HiSeq 2500,SAMN05767950,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240545,SRX2161510,SINGLE,-,Illumina HiSeq 2500,SAMN05767949,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240546,SRX2161511,SINGLE,-,Illumina HiSeq 2500,SAMN05767948,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240547,SRX2161512,SINGLE,-,Illumina HiSeq 2500,SAMN05767947,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240548,SRX2161513,SINGLE,-,Illumina HiSeq 2500,SAMN05767946,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240549,SRX2161514,SINGLE,-,Illumina HiSeq 2500,SAMN05767945,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240550,SRX2161515,SINGLE,-,Illumina HiSeq 2500,SAMN05767933,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240551,SRX2161516,SINGLE,-,Illumina HiSeq 2500,SAMN05767951,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240552,SRX2161517,SINGLE,-,Illumina HiSeq 2500,SAMN05767944,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240553,SRX2161518,SINGLE,-,Illumina HiSeq 2500,SAMN05767943,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240554,SRX2161519,SINGLE,-,Illumina HiSeq 2500,SAMN05767942,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240555,SRX2161520,SINGLE,-,Illumina HiSeq 2500,SAMN05767941,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240556,SRX2161521,SINGLE,-,Illumina HiSeq 2500,SAMN05767914,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240557,SRX2161522,SINGLE,-,Illumina HiSeq 2500,SAMN05767913,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240558,SRX2161523,SINGLE,-,Illumina HiSeq 2500,SAMN05767912,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240559,SRX2161524,SINGLE,-,Illumina HiSeq 2500,SAMN05767911,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4240560,SRX2161525,SINGLE,-,Illumina HiSeq 2500,SAMN05767952,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4241705,SRX2162604,PAIRED,-,Illumina HiSeq 2500,SAMN05761694,186490,GCA_001269425.1,Candidatus Baumannia cicadellinicola,Complete Genome
SRR4241706,SRX2162605,PAIRED,-,Illumina HiSeq 2500,SAMN05761695,336810,GCA_002243425.1,Candidatus Sulcia muelleri,Complete Genome
SRR4241707,SRX2162606,PAIRED,-,Illumina HiSeq 2500,SAMN05761694,186490,GCA_001269425.1,Candidatus Baumannia cicadellinicola,Complete Genome
SRR4241708,SRX2162607,PAIRED,-,Illumina HiSeq 2500,SAMN05761695,336810,GCA_002243425.1,Candidatus Sulcia muelleri,Complete Genome
SRR4241709,SRX2162608,PAIRED,-,Illumina HiSeq 2500,SAMN05761694,186490,GCA_001269425.1,Candidatus Baumannia cicadellinicola,Complete Genome
SRR4241710,SRX2162609,PAIRED,-,Illumina HiSeq 2500,SAMN05761695,336810,GCA_002243425.1,Candidatus Sulcia muelleri,Complete Genome
SRR4241711,SRX2162610,PAIRED,-,Illumina HiSeq 2500,SAMN05761694,186490,GCA_001269425.1,Candidatus Baumannia cicadellinicola,Complete Genome
SRR4241712,SRX2162611,PAIRED,-,Illumina HiSeq 2500,SAMN05761695,336810,GCA_002243425.1,Candidatus Sulcia muelleri,Complete Genome
SRR4241713,SRX2162612,PAIRED,-,Illumina HiSeq 2500,SAMN05761694,186490,GCA_001269425.1,Candidatus Baumannia cicadellinicola,Complete Genome
SRR4241714,SRX2162613,PAIRED,-,Illumina HiSeq 2500,SAMN05761695,336810,GCA_002243425.1,Candidatus Sulcia muelleri,Complete Genome
SRR4241716,SRX2162614,PAIRED,-,Illumina HiSeq 2500,SAMN05761694,186490,GCA_001269425.1,Candidatus Baumannia cicadellinicola,Complete Genome
SRR4241717,SRX2162615,PAIRED,-,Illumina HiSeq 2500,SAMN05761695,336810,GCA_002243425.1,Candidatus Sulcia muelleri,Complete Genome
SRR4243155,SRX2164170,SINGLE,-,Illumina HiSeq 2000,SAMN05772785,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4243156,SRX2164171,SINGLE,-,Illumina HiSeq 2000,SAMN05772784,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4243157,SRX2164172,SINGLE,-,Illumina HiSeq 2000,SAMN05772783,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4243158,SRX2164173,SINGLE,-,Illumina HiSeq 2000,SAMN05772791,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4243159,SRX2164174,SINGLE,-,Illumina HiSeq 2000,SAMN05772790,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4243160,SRX2164175,SINGLE,-,Illumina HiSeq 2000,SAMN05772789,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4243161,SRX2164176,SINGLE,-,Illumina HiSeq 2000,SAMN05772788,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4243162,SRX2164177,SINGLE,-,Illumina HiSeq 2000,SAMN05772787,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4243163,SRX2164178,SINGLE,-,Illumina HiSeq 2000,SAMN05772786,85962,GCA_000307795.1,Helicobacter pylori 26695,Complete Genome
SRR4244057,SRX2164568,SINGLE,100,Illumina HiSeq 2000,SAMN05772846,714,GCA_001690155.1,Aggregatibacter actinomycetemcomitans,Complete Genome
SRR4244058,SRX2164568,SINGLE,100,Illumina HiSeq 2000,SAMN05772846,714,GCA_001690155.1,Aggregatibacter actinomycetemcomitans,Complete Genome
SRR4244108,SRX2164615,SINGLE,-,Illumina HiSeq 2000,SAMN05773167,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244109,SRX2164616,SINGLE,-,Illumina HiSeq 2000,SAMN05773166,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244110,SRX2164617,SINGLE,-,Illumina HiSeq 2000,SAMN05773165,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244111,SRX2164618,SINGLE,-,Illumina HiSeq 2000,SAMN05773164,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244112,SRX2164619,SINGLE,-,Illumina HiSeq 2000,SAMN05773163,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244113,SRX2164620,SINGLE,-,Illumina HiSeq 2000,SAMN05773162,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244114,SRX2164621,SINGLE,-,Illumina HiSeq 2000,SAMN05773161,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244115,SRX2164622,SINGLE,-,Illumina HiSeq 2000,SAMN05773160,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244116,SRX2164623,SINGLE,-,Illumina HiSeq 2000,SAMN05773159,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244117,SRX2164624,SINGLE,-,Illumina HiSeq 2000,SAMN05773158,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244118,SRX2164625,SINGLE,-,Illumina HiSeq 2000,SAMN05773157,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4244374,SRX2164881,SINGLE,-,Illumina HiSeq 2500,SAMN05773394,272942,GCA_000021865.1,Rhodobacter capsulatus SB 1003,Complete Genome
SRR4252566,SRX2172547,SINGLE,-,Ion Torrent PGM,SAMN05784983,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4252567,SRX2172548,SINGLE,-,Ion Torrent PGM,SAMN05784982,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4252574,SRX2172555,SINGLE,-,Ion Torrent PGM,SAMN05784986,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR4252575,SRX2172556,SINGLE,-,Ion Torrent PGM,SAMN05784985,1280,GCA_900155335.1,Staphylococcus aureus,Complete Genome
SRR5167503,SRX2484464,PAIRED,250,Illumina HiSeq 2500,SAMN06216583,34085,GCA_900186945.1,Riemerella anatipestifer,Complete Genome
SRR4255368,SRX2175140,SINGLE,-,Illumina HiSeq 2000,SAMN05787944,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4255369,SRX2175141,SINGLE,-,Illumina HiSeq 2000,SAMN05787943,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4255370,SRX2175142,SINGLE,-,Illumina HiSeq 2000,SAMN05787941,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4255371,SRX2175143,SINGLE,-,Illumina HiSeq 2000,SAMN05787942,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR4255604,SRX2175377,PAIRED,-,Illumina HiSeq 2500,SAMN05788117,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4255605,SRX2175378,PAIRED,-,Illumina HiSeq 2500,SAMN05788116,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4255606,SRX2175379,PAIRED,-,Illumina HiSeq 2500,SAMN05788115,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4255607,SRX2175380,PAIRED,-,Illumina HiSeq 2500,SAMN05788114,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4255608,SRX2175381,PAIRED,-,Illumina HiSeq 2500,SAMN05788113,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4255609,SRX2175382,PAIRED,-,Illumina HiSeq 2500,SAMN05788122,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4255610,SRX2175383,PAIRED,-,Illumina HiSeq 2500,SAMN05788121,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4255611,SRX2175384,PAIRED,-,Illumina HiSeq 2500,SAMN05788120,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4255612,SRX2175385,PAIRED,-,Illumina HiSeq 2500,SAMN05788119,1718,GCA_002847425.1,Corynebacterium glutamicum,Complete Genome
SRR4279809,SRX2181494,PAIRED,-,Illumina HiSeq 2500,SAMN05792398,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279810,SRX2181495,PAIRED,-,Illumina HiSeq 2500,SAMN05792398,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279811,SRX2181496,PAIRED,-,Illumina HiSeq 2500,SAMN05792400,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279812,SRX2181497,PAIRED,-,Illumina HiSeq 2500,SAMN05792400,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279813,SRX2181498,PAIRED,-,Illumina HiSeq 2500,SAMN05792402,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279814,SRX2181499,PAIRED,-,Illumina HiSeq 2500,SAMN05792402,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279815,SRX2181500,PAIRED,-,Illumina HiSeq 2500,SAMN05792403,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279816,SRX2181501,PAIRED,-,Illumina HiSeq 2500,SAMN05792403,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279817,SRX2181502,PAIRED,-,Illumina HiSeq 2500,SAMN05792404,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279818,SRX2181503,PAIRED,-,Illumina HiSeq 2500,SAMN05792404,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279824,SRX2181539,PAIRED,-,Illumina HiSeq 2500,SAMN05792406,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279825,SRX2181540,PAIRED,-,Illumina HiSeq 2500,SAMN05792406,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279828,SRX2181543,PAIRED,-,Illumina HiSeq 2500,SAMN05792394,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279829,SRX2181544,PAIRED,-,Illumina HiSeq 2500,SAMN05792394,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279831,SRX2181545,PAIRED,-,Illumina HiSeq 2500,SAMN05792396,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279832,SRX2181546,PAIRED,-,Illumina HiSeq 2500,SAMN05792396,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279863,SRX2181607,PAIRED,-,Illumina HiSeq 2500,SAMN05792401,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279864,SRX2181608,PAIRED,-,Illumina HiSeq 2500,SAMN05792401,747,GCA_900187275.1,Pasteurella multocida,Complete Genome
SRR4279868,SRX2181659,PAIRED,-,Illumina MiSeq,SAMN05781429,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR4279869,SRX2181660,PAIRED,-,Illumina MiSeq,SAMN05781430,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR4279872,SRX2181663,PAIRED,-,Illumina MiSeq,SAMN05781431,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR4279873,SRX2181664,PAIRED,-,Illumina MiSeq,SAMN05781432,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR4279874,SRX2181665,PAIRED,-,Illumina MiSeq,SAMN05781433,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR4279875,SRX2181666,PAIRED,-,Illumina MiSeq,SAMN05781434,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR4280548,SRX2182211,SINGLE,-,Illumina HiSeq 4000,SAMN05792889,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280549,SRX2182211,SINGLE,-,Illumina HiSeq 4000,SAMN05792889,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280550,SRX2182211,SINGLE,-,Illumina HiSeq 4000,SAMN05792889,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280551,SRX2182212,SINGLE,-,Illumina HiSeq 4000,SAMN05792888,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280552,SRX2182212,SINGLE,-,Illumina HiSeq 4000,SAMN05792888,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280553,SRX2182212,SINGLE,-,Illumina HiSeq 4000,SAMN05792888,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280554,SRX2182213,SINGLE,-,Illumina HiSeq 4000,SAMN05792887,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280555,SRX2182213,SINGLE,-,Illumina HiSeq 4000,SAMN05792887,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280556,SRX2182213,SINGLE,-,Illumina HiSeq 4000,SAMN05792887,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280557,SRX2182214,SINGLE,-,Illumina HiSeq 4000,SAMN05792886,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280558,SRX2182214,SINGLE,-,Illumina HiSeq 4000,SAMN05792886,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4280559,SRX2182214,SINGLE,-,Illumina HiSeq 4000,SAMN05792886,155892,GCA_002310455.1,Caulobacter vibrioides,Complete Genome
SRR4289700,SRX2185252,SINGLE,-,Illumina HiSeq 2500,SAMN05804793,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289701,SRX2185253,SINGLE,-,Illumina HiSeq 2500,SAMN05804794,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289702,SRX2185254,SINGLE,-,Illumina HiSeq 2500,SAMN05804803,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289703,SRX2185255,SINGLE,-,Illumina HiSeq 2500,SAMN05804804,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289704,SRX2185256,SINGLE,-,Illumina HiSeq 2500,SAMN05804795,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289705,SRX2185257,SINGLE,-,Illumina HiSeq 2500,SAMN05804796,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289706,SRX2185258,SINGLE,-,Illumina HiSeq 2500,SAMN05804797,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289707,SRX2185259,SINGLE,-,Illumina HiSeq 2500,SAMN05804798,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289708,SRX2185260,SINGLE,-,Illumina HiSeq 2500,SAMN05804799,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289709,SRX2185261,SINGLE,-,Illumina HiSeq 2500,SAMN05804800,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
SRR4289710,SRX2185262,SINGLE,-,Illumina HiSeq 2500,SAMN05804801,1314,GCA_002844355.1,Streptococcus pyogenes,Complete Genome
